time,open,high,low,close,Volume,Volume MA
1618131900,59923.82,59964.47,59854.44,59868.75,84.8101260000003,107.08096210000042
1618132200,59868.75,59927.56,59713.13,59796.52,137.13748799999846,110.11556400000033
1618132500,59796.52,59836.51,59630.72,59646.39,151.9363810000007,113.3608167000004
1618132800,59646.39,59731.85,59572.2,59708.19,159.85370600000007,117.77842240000038
1618133100,59708.19,59788.02,59698.83,59755.36,152.08420300000046,120.89643635000041
1618133400,59755.36,59800.01,59558.56,59593.56,277.54564199999936,129.59426635000037
1618133700,59593.56,59593.56,59455.09,59562.6,243.8451569999996,137.08036245000034
1618134000,59562.59,59630.44,59519.64,59550.07,98.71589100000033,134.4719671000004
1618134300,59550.07,59660.61,59535.85,59613,133.860993000001,134.82140000000044
1618134600,59613,59678.52,59605.61,59678.5,83.87114400000029,134.80216615000046
1618134900,59678.51,59714.28,59578,59676.2,118.87469,136.80689635000047
1618135200,59676.2,59732.52,59587.47,59668.64,117.54773000000014,131.6039159000005
1618135500,59668.64,59706.69,59565.52,59663.42,97.092175,130.3474803000005
1618135800,59663.41,59820.93,59639.01,59818.53,150.5619340000027,131.95215110000063
1618136100,59818.53,59950.81,59795.49,59887.67,161.47417199999794,134.71922265000052
1618136400,59887.67,59887.67,59724.21,59737.31,122.36953200000096,133.5578406500006
1618136700,59737.31,59780.39,59571.42,59612.56,167.00891399999992,136.3409484000006
1618137000,59612.57,59680.48,59600,59618.97,127.73700500000075,138.09151000000062
1618137300,59618.97,59725,59606.94,59725,105.5028060000004,139.63347155000065
1618137600,59725,59729.77,59564.47,59595.81,108.7708300000007,140.0300259500007
1618137900,59595.82,59693.06,59501.01,59659.74,160.61512000000127,143.82027565000072
1618138200,59659.74,59659.74,59500,59520.11,137.24642299999994,143.8257224000008
1618138500,59520.11,59627.75,59500,59599.99,152.44661699999972,143.85123420000076
1618138800,59600,59845.87,59595.29,59843.53,188.60914800000077,145.2890063000008
1618139100,59843.53,59860.87,59705.51,59733.17,130.87706300000133,144.22864930000085
1618139400,59733.17,59750.41,59530,59553.63,159.76942799999983,138.33983860000086
1618139700,59557.83,59630.66,59450,59577.8,203.3551029999997,136.31533590000086
1618140000,59577.81,59679.44,59572.24,59612.77,128.45137400000098,137.8021100500009
1618140300,59612.78,59693.87,59551.02,59679.05,119.16913800000037,137.06751730000084
1618140600,59679.04,59729.72,59601.62,59710.01,117.44134700000117,138.7460274500009
1618140900,59710,59756.38,59668.26,59672,129.57600100000047,139.2810930000009
1618141200,59672,59768.4,59672,59760.2,95.72259500000057,138.18983625000095
1618141500,59759.4,59764.2,59680,59760,100.80492800000054,138.37547390000094
1618141800,59760,59800,59658.08,59790.95,123.39691900000024,137.01722315000083
1618142100,59790.71,59841.79,59691.85,59721.84,172.54064799999955,137.57054695000093
1618142400,59721.85,59779,59670.54,59706.93,153.85104100000044,139.14462240000088
1618142700,59706.94,59844,59706.93,59721.49,103.39618800000022,135.9639861000009
1618143000,59721.49,59733.46,59567.02,59586.44,176.75765200000052,138.4150184500009
1618143300,59586.45,59636.18,59501.63,59561,181.79169500000074,142.2294629000009
1618143600,59561,59570.4,59465.7,59488,204.24952399999682,147.0033976000007
1618143900,59488,59546.06,59449.93,59546.05,187.57779600000023,148.35153140000062
